Dumb;iT;t;p1;p2
0;0;-0.0005877852524149851;0
1;0.0005773502691896258;-0.000722533332053743;-0.0001407083374815876
2;0.001154700538379252;-0.0008333549414429875;-0.0003559595215807398
3;0.001732050807568877;-0.0009121346974949597;-0.0005510878012260356
4;0.002309401076758503;-0.0009600963515876693;-0.0006783839939794589
5;0.002886751345948129;-0.0009848644499932391;-0.0007600869200707905
6;0.003464101615137755;-0.0009887231042227107;-0.000846787256980619
7;0.00404145188432738;-0.0009581519741508339;-0.000939757378026762
8;0.004618802153517006;-0.0008811177518164293;-0.001001955466095605
9;0.005196152422706633;-0.0007622084238767535;-0.0009999958444639745
